,gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
26817,1203090777,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295768160,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1990-07-04,4.0,7.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295768160,,,,CC_BY_4_0,,obsr54836,,,2024-04-17T08:47:24.818Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
26911,1203089301,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS295768133,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,IET station,Moyen-Cavally (Région du),PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.85,-7.383333,,,,,,,1990-05-24,24.0,5.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD,OBS295768133,,,,CC_BY_4_0,,obsr54836,,,2024-04-17T08:24:07.993Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
26994,1203041912,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS294954433,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Taï National Park,Bas-Sassandra (Région du),PRESENT,4.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.690694,-7.050476,,,,,,,1990-04-14,14.0,4.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS294954433,,,,CC_BY_4_0,,obsr47260,,,2024-04-17T09:51:42.117Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
27031,1203041871,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS294954076,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Taï National Park,Bas-Sassandra (Région du),PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.690694,-7.050476,,,,,,,1990-04-04,4.0,4.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS294954076,,,,CC_BY_4_0,,obsr47260,,,2024-04-17T08:23:57.663Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
27079,1203041823,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS294953077,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Tai National Park - Meno River Camp,Moyen-Cavally (Région du),PRESENT,34.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.833333,-7.3,,,,,,,1990-01-29,29.0,1.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS294953077,,,,CC_BY_4_0,,obsr47260,,,2024-04-17T08:46:18.789Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
27097,1203041805,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS294953417,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Taï National Park,Bas-Sassandra (Région du),PRESENT,4.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.690694,-7.050476,,,,,,,1990-04-11,11.0,4.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS294953417,,,,CC_BY_4_0,,obsr47260,,,2024-04-17T08:24:17.567Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
27130,1203041772,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS294952325,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Tai National Park - Meno River Camp,Moyen-Cavally (Région du),PRESENT,3.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.833333,-7.3,,,,,,,1990-02-27,27.0,2.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS294952325,,,,CC_BY_4_0,,obsr47260,,,2024-04-17T08:45:38.876Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
27158,1203041743,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS294952021,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Tai National Park - Meno River Camp,Moyen-Cavally (Région du),PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.833333,-7.3,,,,,,,1990-02-13,13.0,2.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS294952021,,,,CC_BY_4_0,,obsr47260,,,2024-04-17T08:50:33.759Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
27238,1203040431,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS294953709,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Taï National Park,Bas-Sassandra (Région du),PRESENT,3.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.690694,-7.050476,,,,,,,1990-04-06,6.0,4.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS294953709,,,,CC_BY_4_0,,obsr47260,,,2024-04-17T08:23:51.217Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
27299,1203040370,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS294952669,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Tai National Park - Meno River Camp,Moyen-Cavally (Région du),PRESENT,12.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.833333,-7.3,,,,,,,1990-01-25,25.0,1.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS294952669,,,,CC_BY_4_0,,obsr47260,,,2024-04-17T08:24:41.196Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
27348,1203040321,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS294951969,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Tai National Park - Meno River Camp,Moyen-Cavally (Région du),PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.833333,-7.3,,,,,,,1990-02-20,20.0,2.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS294951969,,,,CC_BY_4_0,,obsr47260,,,2024-04-17T09:51:43.603Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
27422,1203039026,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS294954035,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Taï National Park,Bas-Sassandra (Région du),PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.690694,-7.050476,,,,,,,1990-01-11,11.0,1.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS294954035,,,,CC_BY_4_0,,obsr47260,,,2024-04-17T09:51:09.807Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
27556,1203037679,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS294954706,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Taï National Park,Bas-Sassandra (Région du),PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.690694,-7.050476,,,,,,,1990-04-13,13.0,4.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS294954706,,,,CC_BY_4_0,,obsr47260,,,2024-04-17T09:05:49.673Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
27616,1203037619,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS294953661,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Taï National Park,Bas-Sassandra (Région du),PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.690694,-7.050476,,,,,,,1990-05-09,9.0,5.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS294953661,,,,CC_BY_4_0,,obsr47260,,,2024-04-17T09:12:33.949Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
27722,1203036310,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS294956476,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Taï National Park,Bas-Sassandra (Région du),PRESENT,3.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.690694,-7.050476,,,,,,,1990-03-26,26.0,3.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS294956476,,,,CC_BY_4_0,,obsr47260,,,2024-04-17T09:51:06.062Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
27851,1203036181,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS294952958,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Tai National Park - Meno River Camp,Moyen-Cavally (Région du),PRESENT,15.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.833333,-7.3,,,,,,,1990-01-27,27.0,1.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS294952958,,,,CC_BY_4_0,,obsr47260,,,2024-04-17T08:23:52.751Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
27964,1203034870,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS294954355,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Taï National Park,Bas-Sassandra (Région du),PRESENT,4.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.690694,-7.050476,,,,,,,1990-01-22,22.0,1.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS294954355,,,,CC_BY_4_0,,obsr47260,,,2024-04-17T09:50:54.752Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
28060,1203034774,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS294952939,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Tai National Park - Meno River Camp,Moyen-Cavally (Région du),PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.833333,-7.3,,,,,,,1990-03-14,14.0,3.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS294952939,,,,CC_BY_4_0,,obsr47260,,,2024-04-17T09:07:35.627Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
28083,1203034751,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS294952259,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Tai National Park - Meno River Camp,Moyen-Cavally (Région du),PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.833333,-7.3,,,,,,,1990-02-09,9.0,2.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS294952259,,,,CC_BY_4_0,,obsr47260,,,2024-04-17T09:51:31.855Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
28137,1203033553,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS294956423,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Taï National Park,Bas-Sassandra (Région du),PRESENT,6.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.690694,-7.050476,,,,,,,1989-12-22,22.0,12.0,1989.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS294956423,,,,CC_BY_4_0,,obsr47260,,,2024-04-17T09:51:38.702Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
28149,1203033541,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS294956199,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Taï National Park,Bas-Sassandra (Région du),PRESENT,7.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.690694,-7.050476,,,,,,,1989-12-21,21.0,12.0,1989.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS294956199,,,,CC_BY_4_0,,obsr47260,,,2024-04-17T09:08:11.464Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
28167,1203033523,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS294955990,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Taï National Park,Bas-Sassandra (Région du),PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.690694,-7.050476,,,,,,,1990-03-25,25.0,3.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS294955990,,,,CC_BY_4_0,,obsr47260,,,2024-04-17T08:24:53.365Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
28194,1203033496,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS294954653,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Taï National Park,Bas-Sassandra (Région du),PRESENT,7.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.690694,-7.050476,,,,,,,1990-01-19,19.0,1.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS294954653,,,,CC_BY_4_0,,obsr47260,,,2024-04-17T09:50:58.528Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
28274,1203033416,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS294953617,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Taï National Park,Bas-Sassandra (Région du),PRESENT,7.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.690694,-7.050476,,,,,,,1990-01-07,7.0,1.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS294953617,,,,CC_BY_4_0,,obsr47260,,,2024-04-17T09:06:52.976Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
28277,1203033413,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS294953271,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Tai National Park - Meno River Camp,Moyen-Cavally (Région du),PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.833333,-7.3,,,,,,,1990-03-07,7.0,3.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS294953271,,,,CC_BY_4_0,,obsr47260,,,2024-04-17T08:23:52.488Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
28351,1203033329,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS294952204,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Tai National Park - Meno River Camp,Moyen-Cavally (Région du),PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.833333,-7.3,,,,,,,1990-03-03,3.0,3.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS294952204,,,,CC_BY_4_0,,obsr47260,,,2024-04-17T08:24:04.855Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
28500,1203032089,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS294953946,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Taï National Park,Bas-Sassandra (Région du),PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.690694,-7.050476,,,,,,,1990-04-10,10.0,4.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS294953946,,,,CC_BY_4_0,,obsr47260,,,2024-04-17T09:04:05.063Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
28543,1203032046,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS294953263,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Tai National Park - Meno River Camp,Moyen-Cavally (Région du),PRESENT,3.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.833333,-7.3,,,,,,,1990-02-03,3.0,2.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS294953263,,,,CC_BY_4_0,,obsr47260,,,2024-04-17T09:50:54.936Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
28581,1203032008,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS294952535,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Tai National Park - Meno River Camp,Moyen-Cavally (Région du),PRESENT,4.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.833333,-7.3,,,,,,,1990-02-26,26.0,2.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS294952535,,,,CC_BY_4_0,,obsr47260,,,2024-04-17T09:52:36.601Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
28652,1203030808,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS294956394,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Taï National Park,Bas-Sassandra (Région du),PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.690694,-7.050476,,,,,,,1990-01-08,8.0,1.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS294956394,,,,CC_BY_4_0,,obsr47260,,,2024-04-17T08:45:52.496Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
28771,1203030689,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS294954274,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Taï National Park,Bas-Sassandra (Région du),PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.690694,-7.050476,,,,,,,1990-02-24,24.0,2.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS294954274,,,,CC_BY_4_0,,obsr47260,,,2024-04-17T09:07:17.533Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
28927,1203029479,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS294956652,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Tai National Park - Meno River Camp,Moyen-Cavally (Région du),PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.833333,-7.3,,,,,,,1990-03-04,4.0,3.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS294956652,,,,CC_BY_4_0,,obsr47260,,,2024-04-17T08:25:43.437Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
28956,1203029450,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS294956139,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Taï National Park,Bas-Sassandra (Région du),PRESENT,4.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.690694,-7.050476,,,,,,,1990-04-01,1.0,4.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS294956139,,,,CC_BY_4_0,,obsr47260,,,2024-04-17T09:03:52.763Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
28970,1203029436,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS294955920,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Taï National Park,Bas-Sassandra (Région du),PRESENT,6.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.690694,-7.050476,,,,,,,1990-01-17,17.0,1.0,1990.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS294955920,,,,CC_BY_4_0,,obsr47260,,,2024-04-17T09:10:15.829Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
29001,1203029405,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS294955702,Animalia,Chordata,Aves,Columbiformes,Columbidae,Turtur,Turtur brehmeri,,SPECIES,"Turtur brehmeri (Hartlaub, 1865)",Turtur brehmeri,,CI,Taï National Park,Bas-Sassandra (Région du),PRESENT,8.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,5.690694,-7.050476,,,,,,,1989-12-23,23.0,12.0,1989.0,5231787,5231787.0,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS294955702,,,,CC_BY_4_0,,obsr47260,,,2024-04-17T08:46:14.982Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
